작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
minm*****,엑스퍼3.0: 뮬리 핑크,20250508,5,,지난번에 검정색 사고 1년만에 잃어버려서 보호색을 피해 밝은색으로 재구매 했어용. 근데 새로 사서 택배 뜯은지 겨우 몇시간만에 또 잃어버렸네여 흑흑 ㅜㅜ 처음이자 마지막 남긴 사진으로 리뷰 남겨여 안녕 잘가 허엉 내 구만원 ㅜㅜ 똑땅해라 ㅠㅠ,0
gaba******,엑스퍼3.0: 스모키 그레이,20250414,5,,디자인이나 그립감은 아주 만족합니다. 전담 처음 사용해서 아직 정확히 잔달하기는 어려우나 처음 히팅에 시간이 20초 정도 걸립니다. 전 320도로 사용중 입니다. 연무량은 연초에 비할 순 없습니다. 뭐 사용 시 불만은 크지 않지만 좀 빨리 히팅이 되었으면 합니다.,1
znfk****,엑스퍼3.0: 뮬리 핑크,20250403,5,,솔직히 한 달 고민 했어요. 연초를 그냥 계속 피울까 아님 전담으로 한번 바꿔볼까 고민 많이 했는데 후기도 보고 입문자용으로 나쁘지는 않겠더라고요. 배송도 진짜 칼배송 ㅎㅎㅎ 테리아 같은 경우는 맛도 다양하고 엑스퍼랑 딱 좋은 거 같아요. 색상도 제가 원하는 색상이고~👍🏻 일단 청소 안해서 더 좋은 듯! 카트리지 교체도 싫었는데 저한테는 아주 탁월한선택인거 같아서^^ 일단 꾸준하게 써볼게요. 감사합니다.!,0
just******,엑스퍼3.0: 스모키 그레이,20250509,5,,"잘 구매한 것 같습니다. 적당히 담배 피는 느낌이 나서 좋고, 연무량도 적당히 잘 나고 연초는 이제 ㅃ2",0
ta****,엑스퍼3.0: 글램 화이트,20250510,5,,좋아요 또구매해요 2배럭용으로 삿어요 흰색은 매끈한게 그립이좋아요,0
wogh*****,엑스퍼3.0: 스모키 그레이,20250506,4,,크기도 적당하고 색상도 이쁘네ㅣ요,0
youn****,엑스퍼3.0: 뮬리 핑크,20250511,3,,연무량은 생각보다 별로네요. 그칭안 바디 이뻐요,0
jcha****,엑스퍼3.0: 글램 화이트,20250423,5,,원래 집에서 두개쓰고있었는데 하나가 떨어뜨려서 고장나서 또구매했네요. 여러번 떨어뜨린거같은데... 고민없이 똑같은 녀석으로 주문했습니다. 배송도 빠르고 좋아요,0
kiss****,엑스퍼3.0: 스모키 그레이,20250501,5,,처음입문용으로 샀는데 괜찮은거같아요ㅎㅎ 한달간 잘 써봐야겠어요,0
haro*****,엑스퍼3.0: 글램 화이트,20250430,5,,배송빠르고 친절하시네요! 색상 이쁘고 좋습니다~,0
ko****,엑스퍼3.0: 스모키 그레이,20250511,3,,뭐가 좋은지 모르겠네요 연무량도 별로고 타격감도 그다지..,0
coma****,엑스퍼3.0: 인피니티 그린,20250507,4,,"시간, 온도 조절이 잘되네요. 온도를 올리면 타격감이 매우 강합니다. 기본 셋팅이 준수합니다.",0
cdm0***,엑스퍼3.0: 재규어 블랙,20250426,5,,기존에 쓰던 차이코스 맥스랑 시스템이 비슷해서 적응 시간이 적게 들었고 기능들이 깔끔함. 제일좋은건 찐내가 안남! 피는도중에 온도조절이 가능한거같아보임 가끔 한 번씩 같이 딸려와서 취소되는바람에 다시 넣고 작동시키면 탄내때문에 그냥 바로 버리는데 아까움,0
so****,엑스퍼3.0: 스모키 그레이,20250430,5,,그레이 주문했는데 핑크가 왔네요. 살구톤이라 나름 괜찮네요. 포장이 고급진 만큼 잔고장 없길 기대합니다.,0
redg****,엑스퍼3.0: 스모키 그레이,20250510,5,,연초에서 처음 넘어왔는데 첫 시연햇는데 생각보다 좋아요,0
gjs1****,엑스퍼3.0: 재규어 블랙,20250510,5,,아주 좋아요 . 간편해요 사용방법이,0
mada****,엑스퍼3.0: 스모키 그레이,20250507,5,,디바이스 깔끔하니 이쁘네요 무엇보다 청소 안해도 되는게 마음에 듭니다,0
jung*******,엑스퍼3.0: 스모키 그레이,20250430,5,,색상이 잘못 왔길래 고객센터에 전화했더니 빠른 대처 감사합니다. 아직 사용전이라..이상없겠지요? ㅎㅎ,0
reno******,엑스퍼3.0: 인피니티 그린,20250423,5,,기존 사용하던 같은 제품이 1년 6개월여 만에 고장날 거 같은 상태에 예비로 구매했습니다. 같은 걸 구매할만큼 제품 만족도는 높지만 2년도 못쓰고 위태위태한 것은 좀 아쉽네요.,0
ekel****,엑스퍼3.0: 스모키 그레이,20250510,5,,지금도 잘 사용하고 있는데 예비용 으로 하나 더 구입 했네요,0
suky***,엑스퍼3.0: 재규어 블랙,20250503,5,,배송빠르고 좋아요~~잘 적응해보겠습니다~,0
hiy0***,엑스퍼3.0: 인피니티 그린,20250508,5,,시간설정이 좀 번거롭지만 자주 사용할 것 같아요.,0
cybe******,엑스퍼3.0: 글램 화이트,20250510,5,,매우 좋습니다! 추천 합니다,0
mmmb***,엑스퍼3.0: 재규어 블랙,20250508,5,,처음 사용해보는데 연무량도 좋고 담배맛이 많이 나서 좋내요,0
ksm9***,엑스퍼3.0: 재규어 블랙,20250429,5,,남편이 사고싶다고 노래부르길래 사줬어요.. 서프라이즈로 사줬더니 엄청 좋아하네요.,0
joon****,엑스퍼3.0: 스모키 그레이,20250418,5,,연무량 부족해서 문의했더니 다른 기기로 대체해주신다고 하네요. 고객을 위한 서비스 정신에 매우 만족해서 재리뷰 합니다. 전자담배 고민하시는 분들 참고해보시고 사용해보실것을 적극 권장합니다.,0
mt****,엑스퍼3.0: 재규어 블랙,20250508,5,,높은 온도로 인한 타격감이 좋습니다,0
naji*******,엑스퍼3.0: 글램 화이트,20250502,5,,"연초 냄새에서 해방된게 가장 좋네요. 생각보다 거부감 없이 잘 사용하고 있습니다. 다만 가끔 온도를 낮춰서 사용을 해도 스틱이 너무 뜨거워져서 탄내가 나고, 설정 시간 절반도 안돼서 꺼지는 증상이 있는데 뭐가 문제인지를 모르겠네요.",0
6005***,엑스퍼3.0: 뮬리 핑크,20250506,5,,써보니 맘에 드는데 좀 더 써봐야 알꺼 같네여 암튼 잘써볼께여,0
