작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
kc****,디오X: 세트1(기기+팟) / 색상: 사이언실버+1.2옴팟,20250509,5,,입호흡용으로 첫사용 소감은 매우 좋아요 1.2옴 구멍 한칸 연초액상 오토파이어 흡입소리 거의없고 맛 진하고 좋음 누수만 없다면 오래 쓸듯 핸드폰 목걸이 케이스 같이 이쁜디자인으로 있으면 좋을듯 액상이 연초계열이라 그런가 전담 초반에 쓰던 맛이 나서 옛날 생각 남 폐호흡기기만 쓰다 입호흡용으로 괜찮은것 같아 만족,0
fire****,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 마이애미오션+0.6옴팟,20250405,5,,포장도 꼼꼼하게 해서 보내주셨어요 지인추천 여러채널 통해서 추천받아서 주문해서 오자마자 사용했는데 생각보다 더좋아요 타격 분무 맛 까지 완벽합니다 말론이나 맥스보다 제 개인 입장은 더 좋습니다 오늘 처음이라서 그런지 몰라도 연타 맛도 훌륭합니다 당분간은 디오에 올인할듯 합니다,0
thur******,디오X: 세트1(기기+팟) / 색상: 사이언실버+0.6옴팟,20250416,5,,2개째 구매입니다. 연초피우다 다시 전자 담배로 넘어왔는데 2개월 사용해보니 기기도 가볍고 사용법도 간단하고 중요한건 액상누수가 없다는게 너무 만족 스럽네요. 예전엔 액상 누수때문에 짜증이 났는데 이런게 없다보니 세상 편합니다. 버튼을 안누르고 와트수도 적당히 하니 코일도 오래 쓰는거 같구요. 상당히 만족 스러워서 하나는 집에 하나는 마실용으로 구입했습니다.,0
jewo******,색상: 사이언실버,20250308,5,,"☆디오x 한달사용 후기☆ 1.구성:이벤트때 구매하여 기기+케이스+드립팁 같이 포함해서 구매하였음. 케이스는 실리콘과 pvc합쳐진 재질이라서 사용감 만족하고 드립팁은 울템드립팁 구매하여 같이 사용해본결과 울템드립팁은 액상 고임현상발생해서 사용하지 않음. 2.디자인:그립감이 일단 매우 좋음.그리고 스틱형태가 아닌 포켓 느낌이여서 전자담배라는 느낌이 적음. 휴대폰으로 비유하자면 다른기기들은 갤럭시 느낌인데 디오x는 색감을 잘뽑아서 그런지 아이폰같은 느낌이 강함.디자인 매우 만족. 3.흡입감:발라리안 젤로같이 널널하단 느낌보단 흡입할때 좀더 쫀쫀한느낌.발라리안과 부푸 프로 딱 중간느낌.액상튀는 현상 완벽하게 발생하지않음. 4.연무량:발라리안과 닷모드의3/4느낌으로 적은 연무량은 아님.적당하다는 느낌과 만족스러움 5.맛표현:베이핑시 확실히 고급진 맛표현을 나타냄.발라리안,젤로,닷모드는 거친 느낌이든다면 디오x의경우 매우 부드러운 수증기로인해 거부감이 안듬.특히 너무 심한 단맛에의해 액상 본연의 향을 죽이지않음. 단맛도 끌어올리면서 완벽하게 액상 본연의 향을 끌어올림. 아마 이건 디오x의 특유의 기술력때문인듯. 완벽하게 액상을 미세한 입자로 기화시키는 느낌으로 액상 한통을 다 사용해도 액상 고임현상 거의 안생김. 6.베터리:매우만족함.하루종일 펴도 30퍼센트는 남아있음.참고로 20w로 하루종일 연타함. 기기의 크기는 작은데 발라리안 맥스 정도의 배터리성능을 뽑음. 7.코일수명: 디오x의경우 홈페이지에 코일수명이 800퍼프로 표기되어 있지만 코일8개정도를 펴본결과 1600~2000퍼프정도로 수명이 예측됨.아마 800퍼프는 최소로 잡아놓은 기준같음. 싼마이웨이 똥액상을 사용해본결과 800퍼프정도에서 슬러지로인해서 탄맛이나지 코일이 끊어져서 인식을못하거나하는 경우는 발생하지않음. 8.누수문제: 코일8개사용한 결과 누수발생이 하나도 없음.심지어 결로현상 조차 발생하지않음.아마도 연타를 하고해도 발열이 발생하지 않아서 그런거같음.",5
ehte***,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 새비지블루+0.6옴팟,20250422,5,,메인기기 바꾸려고 구매했는데 배송도 빠르게 잘 왔고 쿠폰써서 저렴하게 구매했습니다 완전 만족♡ 기기도 깔끔한거 잘 왔어요! 오자마자 케이스도 스티커로 꾸며주고 요새 잘 쓰고있습니다 기기 색도 넘 예뻐요 흡입감도 부드럽고 구성도 알차서 진짜 강추입니다!,0
ekgm*****,색상: 스톤그레이,20250410,2,,2월13일에 구매 했구요 이제 두달정도 사용을 했는데요 처음엔 누수가 거의없어 괜찬다 싶었는데.. 조금씩 누수가 생기길래 자주 딱아가며 사용했는데 어느순간 부터 누수량이 점점 늘기 시작하더니 충전단자쪽에서 까지누수가 생기기 시작하더니 액정도 안먹히고 화면이 깨지면서 베이핑이 안되기 시작했고 이제는 아예 화면도 안들어오고 베이핑이 되질않습니다... 급한데로 재구매는 했는데 기존기계는 아예 사용을 못하는건가요? 만약 그렇다면 좀 실망이긴하겠네요 떨어뜨려 깨졌다거나 물에 빠뜨렸다거나 했다면 제 부주위겠지만 정말 소중하게 다뤄 사용했는데 방법이 없을까요?,0
mimo*****,디오X: 세트1(기기+팟) / 색상: 새비지블루1.2옴팟,20250323,5,,옛날옛적 호랭이 담배피우던 시절의 그 전담을 피우던 사람입니다 오랜만에 만난 지인이 디오x로 전담 바꿨다길래 한번 맛보고나서 바로 주문넣었습니다 진하고 부드러우면서 깊게 들어오는 과일멘솔..! 디오쓰고나서 처음느껴본 액상의 본연의 향과 맛..! 그간 나를 스쳐간 무수히 많은 과일멘솔향의 액상들.. 그러나 뭐가 뭔지 구분도 안가고 맛도 향도 전부 다 비슷했던이유가 액상이 아닌 전담 기계때문이었다니.. 저에게 디오x는 진짜 신세계네요 고민없이 바꾸셔도 좋을겁니다 아 그리고 버튼눌러서 뭐 바꾸고 하는것들 진짜 보기쉽고 쓰기편하게 잘되어있음! 체공❤️,1
masa******,디오X: 세트1(기기+팟) / 색상: 사이언실버+0.6옴팟,20250501,5,,잘 받았어요 출력조절되는거 좋네요. 무엇보다 팟 교환시 자동으로 출력 조절이 되네요? 수동조절도 되지만 일단 팟 뺏다꼈을때 자동으로 조절되는거 좋아요 배터리표기도 좋고. 휴대도 괜찮고 출력도 좋고. 자주 애용하고 있습니다.,0
po****,디오X: 세트1(기기+팟) / 색상: 메탈블랙+0.6옴팟,20250408,5,,몇년간 전자담배를 이용하였는데 우연히 웹사이트를 보고 구매하게 되었습니다. 최근에는 궐련형 전자담배를 이용하였는데 타격감이나 비용적인 문제가 고민되어 디오X를 구매.. 디자인도 심플하고 액상주입도 아주 간편하고 타격감이나 연무량도 아주 대만족. 특히 조그마한 LCD창에 정보가 나오니 아주 활용도가 굿. 현재까지도 아주 유용하게 잘 사용하고 있어요 전자담배 입문하시는 분들에게 초강추 드립니다. 아주 좋아요,0
tpdu******,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 레트로퍼플+0.6옴팟,20250406,5,,"세번째 전자담배인데 비용을 좀 들인 보람이 있네요! 액상맛을 그대로 느낄 수 있으며 직관적인 화면 덕에 배터리, 몇번 했는지 모든 걸 알 수 있어서 너무 좋아요~ 관리 잘해서 오래 사용해야겠어요! 추후에도 변경한다면 이 기기로 변경할 거 같아요 ⋆◡̎⋆ 무엇보다 디자인도 고급진게 너무 좋아요!! 혹시나 기기 청소법이 있는지도 문의 드렸는데 친절하고 신속한 답변 너무 감사드려요~ 지인에게도 추천해야겠어요!! 디오X 번창하세요!!",0
vans****,디오X: 세트1(기기+팟) / 색상: 사이언실버+0.6옴팟,20250508,5,,지인추천으로 구매 했어요 팟도 당분간은 구매 걱정없이 쓸수있고 액상맛도 풍부하고 출력수도 다양해서 좋아요,0
mylo********,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 새비지블루+0.6옴팟,20250417,5,,"택배를 개봉하고 나서 기분이 무척 좋았습니다.꼼꼼한 포장배송과 서비스 정말 만족스러웠습니다^^ 지금가지 사용했던 전자담배 기기는 발리리안,말론,하복,아스몬 등 여러가지 사용해봤지만 맛표현을 잘 표현해주는 기기가 없었는데 고주파로 맛표현과 향을 잘 살려준다는 디오x를 만나고 나서 신세계를 경험했습니다.과연 고주파 기술이 액상의 본연의 맛과 향을 잘 표현해주는지 의구심이 살짝 들었지만 다행히도 전 무척 만족스러웠고 팟내구성과 완벽한 누수설계도 만족스러웠습니다.아직까진 누수를 경험해보지 못해 뭐라고 딱히 말할순 없지만 현재까지 별다른 문제없이 잘 사용중이고 고장없이 잘 버텨준다면 더할나위 없이 가성비 충분하고 훌륭한 기기라고 감히 말씀드리고 싶습니다.전자담배 입문자도 고민없이 추천할만한 기기라고 생각합니다! 앞으로도 더욱 발전하는 디오가 되기를 간절히 바랍니다.사업 번창하세요^^",0
thes***,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 새비지블루+0.6옴팟,20250404,5,,주문하고 하루만에 빠르게 배송 왔습니다. 포장도 에어캡으로 안전하게 포장되어 있고 구성품도 푸짐하니 좋습니다. 수령해서 액상 충전해 놓고 액상이 충분히 스며들기를 기다리고 사용해 봤습니다. 상품 설명대로 기기 자체의 흡입시 나는 소음도 덜하고 맛 표현도 준수한 거 같습니다. 대용량 배터리에 가볍고 디자인도 슬림해서 너무나 마음에 듭니다. 기존 사용하던 전담이 오래 사용해서 익숙해서 계속 사용 중이었는데 디오 엑스를 구매하길 잘 했단 생각이 드네요. 잘 사용하겠습니다.,0
qaz5***,디오X: 단품 / 색상: 사이언실버,20250421,5,,몇 년 전 액상을 피워보고 연초를 끊기 위해 이 제품 저 제품을 확인 후 디오X를 구입하게 되었는데 생각보다 누유도 없고 일단 제품 자체는 좋은 것 같습니다. 팟도 0.6이랑 계속 사용해보다가 1.2 오늘 처음 피워봤는데 아직까지 어떤 팟이 맞는 건지 감이 안 오네요. 여하튼 배터리도 오래가고 좋은 것 같아요.,0
vfr1****,디오X: 세트1(기기+팟) / 색상: 새비지블루+0.6옴팟,20250508,5,,배송빠르게 잘 받았습니다 하복쓰다 아스몬으로 바꿨는데 만족하지 못해 이번에 디오x로 바꿔 보았습니다 한달간 사용해보고 느껴보겠습니다,0
sea0****,색상: 스톤그레이,20250212,5,,*기대이상의 디오X 리뷰~^^ 전담 10년차 수많은 기기들을 격고.. 이전사용하던 하bok의 액튐으로 새로운 기기를 찾던중 극적으로 만난 디오엑스!! 워낙 많은 기기들과 비교할 수 있지만 팩트만 전달드리겠습니다. 장점: 고주파로 소음없고 부드러우며 풍부한 무화량과 맛! 솔직히 전담은 이거면 된다! 하지만 디오엑스는 스타일리쉬한 기기 디자인과 간편하게 사용할 수 있는 카트리지~ 편의성이 너무 좋찮아요^^ 컴펙트해서 휴대좋고 괴물용량의 배터리로 2일도 충전없이 가능할듯합니다!!! 카트리지 용량도 3.5ml나되니 액상도 자주 충전안해도되고~ 이렇게 좋은기기를 왜…이제야ㅠ 액상전담 10년차 아제가 적극적으로 강추드립니다. 솔직히 입문자들이 너무 편하게 사용하기 좋을 것 같습니다. 장점만 너무 말씀드리기 뭐하니 단점아닌 단점으로 부드러움이 강하다보니 목넘김이 약하다고 느낄 수 있겠다라는 생각을 할 수 있겠네요~ 하지만 전 민트 액상을 주력으로 사용하니 목넘김은 지금까지의 어떤 기기들보다 편안합니다^^ 요즘 주변에 액상전담으로 갈아타시는 분들 많은데 강추하고 돌아다니겠습니다 ㅋㅋㅋ 잘 사용 후 한 달 리뷰도 남길께용:),4
ku****,색상(★리뷰이벤트 진행중): 사이언실버,20250409,5,,팟 구매확정하러왔다가 한달후기남깁니다. 가격대비 크게 만족합니다. 팟하단부의 결로라던지 팟의 몸체와 결합되는 팟 하단부 그리고 액상충전후 액상주입고무부위에 남아 뚜껑안쪽부분을통하여 외부로 액상이 뭍어나오는점만 보안되면 정말 완벽할것같아요. 이런점이 장점을 상쇄시킬정도는아니지만 보안하면 좋은부분이 있다면 . 딱 이정도랄까요 ㅎㅎ 디오x 추천합니다.,0
lmy1*****,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 레트로퍼플+1.2옴팟,20250429,5,,무향으로 사용중인데 잘 쓰고 있어요 한번 충전하면 생각보다 오랫동안 쓸수 있어요 이것저것 비교 해보다가 구입했는데 매우 만족합니다,0
pxpp****,디오X: 단품 / 색상: 새비지블루,20250503,5,,배송빠르고 입문용인데 괜찮았음 좋겠네요,0
gofl********,디오X: 세트1(기기+팟) / 색상: 새비지블루+0.6옴팟,20250503,5,,디자인이 아주 이쁘고 성능도 마음에 듭니다 잘 쓸게요^^,0
kk****,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 새비지블루+0.6옴팟,20250422,5,,아직사용전인데 너무 기대됩니다 다른 기기와 다른 고주파 방식이 특히 기대 되네요 작은 택배박스에 알차게 내용물이 들어있어요 고장과 누수없이 오래 사용하면 좋겠어요,0
jung**********,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 사이언실버+0.6옴팟,20250407,5,,기존에 쓰던 기기가 고장나는 바람에 급하게 구매했습니다. 오후 2시반경 구매했는데 다음날 정오쯤 도착했습니다. 깔끔하고 안전하게 배송되어 좋습니다! 기기는 원래 아보카도 프로를 사용중에 있었는데 워낙 베이핑을 많이하고 1년이 좀 넘으니 새 코일을 넣어도 탄맛이 계속 나더군요 기기를 바꾸려고 아보카도 신제품과 발라리안 에어 제품을 다 봤는데 이만한 제품이 없는 것 같습니다. 대표이미지만 보고선 기기가 너무 커서 후보에서 제외시켰었는데 블로그나 실제 후기 사진을 보니 적당해 보여서 주문했습니다. 생각보다 작았고 가벼웠습니다. 맛표현도 아보카도보다 훨씬 좋고 진합니다. 무엇보다 가격대가 너무 괜찮습니다. 쓸만한 기기 가격대를 보면 기기만 7만원대를 형성하고 있는데 여기는 7만원도 안되는 가격에 구성되어있어 좋았습니다. 드립팁은 얇은걸 처음 써보는데 적응 해봐야할거같아요.. 목에 타격이 꽤나 많이 오더라고요! 아무튼 구구절=절 썼지만 좋습니다. 다들 좋은 구매하시길,0
hand***,디오X: 세트1(기기+팟) / 색상: 스톤그레이+0.6옴팟,20250430,5,,한달사용하면서 누수 살짝?있었지만 닦고나서 다시사용하니 누수없어요~~ 여러기기 알아보다가 선택해서 구매했는데 후회없는 선택이였어요~,0
yewo*****,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 레트로퍼플+0.6옴팟,20250420,5,,색이 너무이뻐용 맛 표현도 다른전담보다 잘되는거같고 크기가 너무 작지도 크지도않아서 휴대하기 간편해요,0
hjs1***,디오X: 단품 / 색상: 메탈블랙,20250429,5,,분실해서 재구매합니다..배터리 오래가고 항상 일정하게 흡입되어 지금까지 사용해본 전담중에는 가장 좋은듯,0
kyu_****,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 새비지블루+0.6옴팟,20250408,4,,"장점 1. 기기가 이쁨 2. 그립감이 좋음 실사용 단점 1. 스탠드립팁은 연속 사용 시 뜨거워지는 단점이 있습니다. 2. 그리고 예전 기기(부푸)보다 액상 사용량이 많아짐 - 평소랑 거의 비슷하게 피고 있는데 3. 카트리지 액상 용량이 작음 4. 눕혀놓을 경우, 카트리지 액상 넣는 구멍으로 액상이 유입되어 카트리지 액상 넣을때 열고 닫는 곳에 액상이 묻음 5. 카트리지 결합 상태로 액상을 넣을 때 얼마나 들어가는지 직관적이지 못하다. 희망사항1. 뚜껑이 있으면 좋을 듯(비위생적임)",0
rnre*****,디오X: 세트1(기기+팟) / 색상: 새비지블루+0.6옴팟,20250508,5,,한달이상 사용해본 결과 맛구현 좋고 액상튐 전혀 없습니다.,0
heea****,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 레트로퍼플+0.6옴팟,20250419,5,,남편이 연초 끊고 전담으로 바꾸고 있는데 꽤나 만족스럽다며 지인들한테 홍보하고 다녀요 😄 비흡연자 입장에서도 연초같은 역한 냄새는 안나서 좋아요.,0
jym0*****,디오X: 단품 / 색상: 메탈블랙,20250503,5,,2주 정도 써봤는데 누수가 한 번 생긴 거 말고는 아주 만족하며 쓰고 있습니다,0
frt0***,디오X: 세트1(기기+팟) / 색상: 마이애미오션+0.6옴팟,20250419,5,,연기 풍부하고 출력조절 좋습니다. 0.6하였는데 좀 센거같아서 기본20에서 15로 낮추어 사용합니다. 잘 사용해볼게요.,0
rfvd****,디오X: 세트1(기기+팟) / 색상: 새비지블루+0.6옴팟,20250426,5,,맛표현도 너무 좋고 한손에 쏙 들어오는 크기와 적당한 무게감 그리고 청량하고 영롱한 색감 너무너머 조아요,0
mrso*****,디오X: 세트2(기기+팟+스텐드립팁) / 색상: 사이언실버+0.6옴팟,20250504,5,,누수 적다는 리뷰 믿고 구매합니다 잘 쓰겠습니다!!,0
shy5***,색상: 사이언실버,20250312,5,,"아이코스 권렬 전담 찐냄새가 싫어서 바꿨습니다 예전에 써보았던 하카와는 정말 비교될정도로 많은 발전이 되었네요 액상이 세어나오지가 않아서 너무 깔끔하고 베이핑도 너무 좋습니다 ㅋㅋ 출력조절 , 흡입공기량 조절 등 기능이 좋네요 ㅎㅎ 디자인도 깜끔하고 대 만족입니다~^^ 와이프도 제가 담배 찐냄새 안나니 만족하네요 ㅎㅎ",1
sk****,디오X: 세트1(기기+팟) / 색상: 새비지블루+0.6옴팟,20250428,5,,디스플레이도 되고 이뻐서 좋네요. 가격만 좀더 착하면 좋을것 같습니다!,0
hins***,디오X: 세트1(기기+팟) / 색상: 마이애미오션+0.6옴팟,20250507,5,,베터리도 오래가고 맛도좋와요 필터내구성도 좋으면 굿인기기인것같아요,0
