작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
pmjt******,컬러: 모카 브라운(액상팟 포함x),20250426,3,,매장이랑 가격 같음 연초보단 약한데 집에서 좋은듯 액체를 시연함 좋은데 사서 별로면 액체아깝스 색은예쁨,0
chun*****,컬러: 모카 브라운(액상팟 포함x),20250423,5,,깔끔합니다^^;무엇보다 휴대성좋고 냄새안나서 너무너무 좋아여~~잘쓰겠습니다~~,0
qkrc*********,컬러: 이클립스 블랙(액상팟 포함x),20250511,5,,깔끔하고 컴팩트함 굿,0
chlg****,컬러: 이클립스 블랙(액상팟 포함x),20250429,5,,좋아요 편합니다 기존 전자담배보다 좋음,0
kkom***,컬러: 밀키 블루(액상팟 포함x),20250506,5,,배송 빠르고 좋아요,0
ggon*****,컬러: 이클립스 블랙(액상팟 포함x),20250430,5,,화이트 사용하다 블랙 추가구매해서 가방에 넣어두고 쓰니 편하네요.,0
la****,컬러: 이클립스 블랙(액상팟 포함x),20250331,5,,편의점에 파는 일회용 전자담배 피다가 기기 삿는데 액상이 싼 가격도 아닌데 오래 못피는 느낌이지만.. 그건 제가 많이 펴서 그런거겠져?ㅋㅋㅋ 가장 좋은점은 피고 나서 입안이 깔끔해서 좋아요~ 위생적으로 뚜껑이 있었다면 더 좋았을거란 아쉬움이 듭니다ㅠ고장안나고 오래 사용할수있었으면 좋겠어요 많이 파세용 ㅎㅎ,0
kks3****,컬러: 이클립스 블랙(액상팟 포함x),20250430,5,,잃어버려서 재구매 했습니다 왜 재구매 했는지는 써보신분들은 아실듯,0
so****,컬러: 코튼 화이트(액상팟 포함x),20250502,5,,하카보다 콤팩트하고 편안한 전담은 없는듯,0
ktma****,컬러: 밀키 블루(액상팟 포함x),20250502,5,,색상이 아주 맘에들어요,0
ahff*****,컬러: 밀키 블루(액상팟 포함x),20250419,4,,담배 액상 팟 가격비싼거 말곤 다 만족합니다~^^ 이거피다 금연 해봐야겠습니다,0
miin*******,컬러: 코튼 화이트(액상팟 포함x),20250424,5,,두번째구입이예요ᆢ 전담중 젤루좋아요!!,0
zz90****,컬러: 코튼 화이트(액상팟 포함x),20250426,5,,뮬에빠져서 다시구입햇어요 색이에뻐요,0
sint****,컬러: 이클립스 블랙(액상팟 포함x),20250418,5,,배송 빠르게 왔고 다른 전자 담배보다 타격감 만족감이 있는거 같습니다 향도 좋습니다,1
jini******,컬러: 모카 브라운(액상팟 포함x),20250427,5,,담배를. 줄이려고 주문했어요,0
cheh***,컬러: 코튼 화이트(액상팟 포함x),20250426,5,,배송빠르내요 감사합니다,0
jyp2***,컬러: 이클립스 블랙(액상팟 포함x),20250430,5,,쭉 ~쓰던거 몇 번 떨어뜨려서 다시 구매,0
zsmk***,컬러: 밀키 블루(액상팟 포함x),20250331,5,,"너무 잘쓰고있어요~! 다른 전자액상담배피면 액상튀는거 때문에 너무 불편했는데 하카는 그런게 없어서 대만족입니다.(이게 액상마다 튀는게 다른데, 샤인 퍼플액상이 그나마 덜튐!!) 색상 어러가지있어서 좋네요",0
govl****,컬러: 코튼 화이트(액상팟 포함x),20250425,5,,깔끔하고 맛 종류도 다양해서 너무좋아요,0
rh****,컬러: 모카 브라운(액상팟 포함x),20250426,5,,연초 담배와 느낌이 비슷하며 냄새가 거의 없어요,0
soul****,컬러: 모카 브라운(액상팟 포함x),20250419,5,,저렴하게 잘 샀어요 하카로 완전 갈아타아할듯,0
w9****,컬러: 모카 브라운(액상팟 포함x),20250425,5,,매장에없는 컬러를 구매해서 좋아요,0
alsw*****,컬러: 이클립스 블랙(액상팟 포함x),20250423,4,,신랑꺼 주문했어요 액상도 배달됬음 좋겠네요 ㅎ,0
chlg********,컬러: 모카 브라운(액상팟 포함x),20250412,5,,색깔 실제로 받으니 더 이쁜거 같아요! 남편 줄려고 삿는데 마음에 들어하네요👍,0
ns****,컬러: 이클립스 블랙(액상팟 포함x),20250419,5,,남편이 담배도 못끊고 연초 냄새도 심해서 힘들었는데 이거 사주니깐 냄새도 덜나고 담배 끊는 계기도 될거 같아 좋네요 ㅎㅎ,0
jo44***,컬러: 코튼 화이트(액상팟 포함x),20250418,5,,여러 전담기계를 사용해본결과 역시 하카로 돌아 왔습니다 편하고 사용하기 좋습니다,0
duau****,컬러: 이클립스 블랙(액상팟 포함x),20250405,4,,하카 시그니처]냄새 걱정 없는 액상 전자담배 기계 CSV 일회용 팟 기기 컬러: 이클립스 블랙(액상팟 포함x)!! 빠른배송 감사~ 맘에 쏙 드네요~~,0
yo****,컬러: 밀키 블루(액상팟 포함x),20250411,5,,너무 좋아요~ 담배 냄새 때문에 구매했는대 냄새도 안나서 집에서 사용하기도 좋아요~,0
fi****,컬러: 이클립스 블랙(액상팟 포함x),20250417,5,,"잘쓰고있어요, 간편하고 작고 다 좋은데 팟 가격은 좀 비싼듯",0
yn****,컬러: 이클립스 블랙(액상팟 포함x),20250403,5,,"친구 추천으로 구매했는데 너무 괜찮네요 담배 끊기는 너무 힘들고,, 그래서 선택했는데 니코틴 양이 충분해서 그런지 담배 피는 느낌! 사이즈도 작고 사용감이 좋아요 블라스틱 케이스 같은 거라도 같이 나왔음 좋겠어요",0
leeh*****,컬러: 모카 브라운(액상팟 포함x),20250415,5,,기기 분실로 재구입했어요 항상 잘 쓰고 있어요,0
sobo***,컬러: 이클립스 블랙(액상팟 포함x),20250404,5,,일단 배송빠르고 친구 추천으로 구매했어요^^,0
chik*******,컬러: 모카 브라운(액상팟 포함x),20250511,5,,좋아요좋아요너무좋아요,0
kume***,컬러: 코튼 화이트(액상팟 포함x),20250416,5,,빠른배송감사합니다 잘사용할께요,0
beck*******,컬러: 밀키 블루(액상팟 포함x),20250411,5,,기존꺼 고장나서 구매했는데 좋습니다 ^^ 잘 쓰겠습니다 ㅎ,1
junh*****,컬러: 이클립스 블랙(액상팟 포함x),20250424,5,,기계 깔끔하고 좋습니다~,0
seod*******,컬러: 코튼 화이트(액상팟 포함x),20250502,5,,기존꺼사용중이던것이 고장나 주문 디자인 새로워진 컬러 넘 이뿌고 좋아요,0
gmla***,컬러: 라임 그린(액상팟 포함x),20250421,5,,배송도빠르고 물건도 좋아용,0
iris***,컬러: 코튼 화이트(액상팟 포함x),20250424,5,,작고 귀여워요 ㅎ.ㅎ,0
dlwj********,컬러: 밀키 블루(액상팟 포함x),20250503,5,,배송 진짜 빨라요 감사합니다 이뻐요,0
myjj*****,컬러: 이클립스 블랙(액상팟 포함x),20250417,5,,하카정식 매장에서 구입해서 믿음이가네요,0
nam9***,컬러: 모카 브라운(액상팟 포함x),20250325,2,,"깜찍하고 예쁘네요. 근데 이게 일회용 팟을 구매해서 피우는거라 유지비가많이들듯요. 편의점가서 일반 담배처럼 팟을 구매해야하는데, 한 번 쓰고 버려야한다니... 쩝... 저랑은 안 맞을 것 같습니다. 제 잘못이죠. 미리 알아보고 구매했어야하는데ㅠㅠ",0
ham0***,컬러: 이클립스 블랙(액상팟 포함x),20250508,5,,휴대하기 편하고 좋아요,0
rkdw******,컬러: 코튼 화이트(액상팟 포함x),20250415,5,,이전에 사용하다가 재구매했습니다 잘 쓰고있습니다,0
seas****,컬러: 이클립스 블랙(액상팟 포함x),20250509,5,,또 구매하고 싶어요 ㅎ,0
ksy5***,컬러: 이클립스 블랙(액상팟 포함x),20250429,5,,손에 딱 잡히는 사이즈로 포켓이 넣어다니기도 좋고 너무 만족합니다,0
jong*******,컬러: 이클립스 블랙(액상팟 포함x),20250430,5,,개선된 제품인가봐요. 배터리 살짝 더 오래가는거 같네요~,0
junc***,컬러: 밀키 블루(액상팟 포함x),20250509,5,,저렴하게잘구매했어요.,0
tiqp***,컬러: 밀키 블루(액상팟 포함x),20250502,5,,자꾸 떨어뜨려서 플라스틱부분이 깨지는거 외엔 만족합니다,0
kimj*****,컬러: 코튼 화이트(액상팟 포함x),20250410,5,,빠른배송 만족!! 화이트 컬러 깔끔하니 심플하고 예뻐요,0
cjfa****,컬러: 이클립스 블랙(액상팟 포함x),20250419,4,,3번째 구매하여 사용 중입니다. 하카 시그니쳐 만한개 없습니다.. 3번째 구매 이유는 분실로 인해 너무 좋아서 3번 구매 하였습니다,0
shin*******,컬러: 밀키 블루(액상팟 포함x),20250413,5,,빠른 배송 가격 만족합니다.,0
alsc*****,컬러: 이클립스 블랙(액상팟 포함x),20250410,5,,디자인이 깔끔하고 휴대하기 좋습니다,0
kim9*****,컬러: 코튼 화이트(액상팟 포함x),20250416,5,,망가져서 재구매했어요!,0
alsw*****,컬러: 이클립스 블랙(액상팟 포함x),20250405,4,,선물 했어요.동생한테 맘에들어 합니다,0
ba****,컬러: 모카 브라운(액상팟 포함x),20250420,5,,색깔이뿌네요 슬림해서 가볍게 손에잡혀서 더 좋아요,0
tpfk******,컬러: 라임 그린(액상팟 포함x),20250405,5,,부탁받고. 주문해드렸어요 잘 사용하겠습니다,0
jong*******,컬러: 이클립스 블랙(액상팟 포함x),20250327,5,,팟은 비싸지만 흡입력 좋고 크기도 작아서 휴대하기 좋아요. 배터리만 좀 더 오래갔으면 좋겠네요,0
haer***,컬러: 이클립스 블랙(액상팟 포함x),20250411,5,,작고 가벼워서 너무 좋아요,0
pian*****,컬러: 코튼 화이트(액상팟 포함x),20250430,5,,빠른배송 감사합니다,0
tkar********,컬러: 코튼 화이트(액상팟 포함x),20250502,5,,배송도 빠르고 좋아오 굿,0
k111***,컬러: 이클립스 블랙(액상팟 포함x),20250425,5,,잘받았어요 선물했는데 좋타고 하네요,0
hohe****,컬러: 모카 브라운(액상팟 포함x),20250421,5,,역시하카입니다 고민할필요가없네요 빠른배송좋은제품감사합니다,0
mult******,컬러: 이클립스 블랙(액상팟 포함x),20250405,5,,원래쓰다가 고장나서 급하게 주문하였습니다 늘최고입니다,0
so****,컬러: 이클립스 블랙(액상팟 포함x),20250404,5,,순하고 부드러운 하카! 맨날 떨궈서 하나 새로 삿어용ㅎㅎ,0
p8****,컬러: 이클립스 블랙(액상팟 포함x),20250331,5,,"신속한 배송과 좋은 품질, 실제 경험해보니 연초에 대한 충분한 대안이 될 것으로 생각됩니다",0
jink***,컬러: 이클립스 블랙(액상팟 포함x),20250429,5,,빠른배송 감사합니다,0
tina****,컬러: 코튼 화이트(액상팟 포함x),20250422,5,,잘 사용하고 있습니다.배송도 빠르고 좋아여,0
dhrl*****,컬러: 라임그린(액상팟 포함x),20250404,5,,색감도 맘에 들고 휴대하기도 너무 편해서 좋아요,0
ka****,컬러: 밀키 블루(액상팟 포함x),20250426,5,,기존 구매 제품있어서 마음에 들어서 추가 구매했습니다,0
sunk*****,컬러: 밀키 블루(액상팟 포함x),20250415,5,,매장보다 천원저렴 ㅎㅎ,0
st****,컬러: 모카 브라운(액상팟 포함x),20250422,4,,가격도 싸고품질도 좋아요. 굿굿굿,0
shin******,컬러: 이클립스 블랙,20250324,5,,본체 하도 떨어트리고 물에 빠트리고 해서 이참에 바꿔보자하고 주문했어요 깔끔한 블랙 주문했는데 예쁘고 전담같이 안보여서 좋습니다,0
nabi****,컬러: 모카 브라운(액상팟 포함x),20250404,4,,"지인꺼 보고 샀음. 작고,액상교체 편하고 굿. 하지만 구입처가 한정되어 있어불편.",0
lion*****,컬러: 이클립스 블랙(액상팟 포함x),20250409,5,,배송겁나빠름 디자인굿~가격굿입니당^-^♡,0
sd****,컬러: 코튼 화이트(액상팟 포함x),20250429,5,,사용하고있던거라서하나더주문,0
m9****,컬러: 모카 브라운(액상팟 포함x),20250408,5,,하카 예쁘네요 잘됩니다,0
tjwo*******,컬러: 밀키 블루(액상팟 포함x),20250427,5,,디자인도이쁘고 잘쓰겠습니다,0
bb****,컬러: 코튼 화이트(액상팟 포함x),20250429,5,,회이트색상 이쁘네요 감사해요!,0
ktku****,컬러: 이클립스 블랙(액상팟 포함x),20250407,5,,넘 만족이에여 손안에 쏙,0
lmh6***,컬러: 라임 그린(액상팟 포함x),20250325,5,,온라인으로 구매하기가편해요~ 빠른교환해주셔서 감사합니다,0
leeg*****,컬러: 밀키 블루(액상팟 포함x),20250407,5,,사이즈 딱맞고 잘태우고잇어요,0
four*******,컬러: 이클립스 블랙(액상팟 포함x),20250426,5,,연기 타격감 다 좋습니다,0
cjsw*****,컬러: 이클립스 블랙(액상팟 포함x),20250408,5,,작고 사용이 편리해요,0
gusw*********,컬러: 이클립스 블랙(액상팟 포함x),20250402,5,,1년사용하다 고장나서 인터넷으로 급하게 주문했러료 ㅠ,0
qhql***,컬러: 밀키 블루(액상팟 포함x),20250409,5,,깔끔하고 좋습니다.,0
kjun*****,컬러: 이클립스 블랙(액상팟 포함x),20250406,5,,조금이라도 저렴하게 샀네요,0
bh****,컬러: 밀키 블루(액상팟 포함x),20250326,5,,사용해보니 냄새도 없고 짐도 많이 줄어서 너무 좋아서 비상용으로 하나 더 구매합니다.,0
enjo****,컬러: 이클립스 블랙(액상팟 포함x),20250326,4,,잃어버려서 다시 구매했어요 휴대하기 편해서 좋아요 ^^,0
soho****,컬러: 밀키 블루(액상팟 포함x),20250401,5,,배송도 빠르고 좋아요,0
tpfk******,컬러: 밀키 블루(액상팟 포함x),20250405,5,,부탁받고 주문해드렸어요,0
ssa3***,컬러: 이클립스 블랙(액상팟 포함x),20250427,5,,잘 쓰고 있어요 편리하네요,0
mild****,컬러: 이클립스 블랙(액상팟 포함x),20250328,5,,배송 빠르고 크기도 작고 가볍고 최고에요 👍,0
tjwn******,컬러: 밀키 블루(액상팟 포함x),20250401,5,,여자친구한테 뺏겼지만 좋아요..,0
lchd*******,컬러: 이클립스 블랙(액상팟 포함x),20250418,5,,심플하니 좋아요 잘 쓰겠습니다,0
hana****,컬러: 라임 그린(액상팟 포함x),20250321,5,,배송 빠르구요 한손에 쏙 들어오고 예열없고 냄새없고 액상이 흐르지도 않아서 넘 좋아요,0
dcom****,컬러: 코튼 화이트(액상팟 포함x),20250405,5,,항상 믿고 쓰는 제품,0
ismy******,컬러: 모카 브라운(액상팟 포함x),20250328,5,,전자담배 입문자들한테 너무나도 좋은거 같구요 잡내도 전혀 안나고 몸에 베이지도 않고 연초보다는 정말 확실히 좋은거 같아요 배송도 신속배송에 모든게 맘에듭니다,1
love*******,컬러: 모카 브라운(액상팟 포함x),20250325,5,,나름 카트리지가 비싸긴한데 액상 흐르는 것도 없고 너무 좋습니다,0
jang*****,컬러: 이클립스 블랙(액상팟 포함x),20250419,5,,빠른배송 감사합니다,0
dlsf*****,컬러: 밀키 블루(액상팟 포함x),20250419,5,,배송도 빠르고 좋아요,0
dkfk*****,컬러: 밀키 블루(액상팟 포함x),20250309,5,,잘잃어버려서 또 구매햇어요ㅋㅋㅋ 하카 기계 한 10개는 산듯해요ㅋㅋ하카없으면 안되용 연초 끈게 해주고 단맛도 안올라오고 액상튀는것두 없구 넘넘 좋아요,0
zxcv****,컬러: 이클립스 블랙(액상팟 포함x),20250329,5,,배송도 빠르고 좋아요 굳 !!,0
ssan****,컬러: 이클립스 블랙,20250405,5,,좋아요. 휴대성이 뛰어나고 무엇보다 연초찐내에서 탈출할수 있어서 아이들이 좋아합니다.,0
hclo******,컬러: 밀키 블루(액상팟 포함x),20250317,5,,다른 전담보다 가격이 사악하지만.. 품질이 제일 좋아요. 만족합니다~.,0
sl****,컬러: 이클립스 블랙(액상팟 포함x),20250311,5,,"배송빠르고, 제품은 벌써 세번째 구매라 말할필요도 없어요....굿입니다",0
agal****,컬러: 밀키 블루(액상팟 포함x),20250402,5,,쓰던거 또 샀습니다,0
dmsw*****,컬러: 이클립스 블랙(액상팟 포함x),20250311,5,,지인한테 추천받고 사봤는데 대만족중이예요 예열이 필요없어 간편하고 디자인도 슬림 깔끔 가벼워서 넘 좋아요!,0
jhju******,컬러: 밀키 블루(액상팟 포함x),20250316,5,,빠른배송 감사합니다. 아주잘 작동됩니다. 잘쓸께요~,0
ezra*****,컬러: 라임 그린(액상팟 포함x),20250323,5,,작고 아담하고 이쁘기까지 엄청 편리하고 좋습이다,0
ssa3***,컬러: 이클립스 블랙(액상팟 포함x),20250331,5,,잘 쓰고 있어요 좋아요~~,0
crys*******,컬러: 밀키 블루(액상팟 포함x),20250429,5,,좋아요좋아요좋아요좋아요좋아요좋아요,0
ka****,컬러: 이클립스 블랙(액상팟 포함x),20250315,4,,첫구매에 만족합니다 모양도 좋고 사용하기가 아주 편리하면서 가성비 매우 만족 !,0
ange********,컬러: 라임그린(액상팟 포함x),20250316,5,,마침 세일기간에 싸게 잘샀네요 색상도 예쁩니다,0
lega********,컬러: 밀키 블루(액상팟 포함x),20250329,5,,간편해서 좋아요..,0
thur***,컬러: 이클립스 블랙(액상팟 포함x),20250323,5,,빠른 배송 감사 합니다,0
kyjy*****,컬러: 이클립스 블랙(액상팟 포함x),20250311,5,,오래쓰던 기기가 수명을 다하는 바람에 ㅠㅠ 깔끔한 블랙으로 구매했습니다 이뻐요 ㅎ,0
im****,컬러: 이클립스 블랙,20250415,4,,사용 잘 하고 있습니다. 많이 파세요,0
telo****,컬러: 밀키 블루,20250205,5,,"첫인상 & 디자인 처음 박스를 열었을 때 가장 눈에 띈 건 부드러운 밀키 블루 컬러! 너무 튀지 않으면서도 감각적인 색감이라 손에 들고 다니기 좋다. 무광 마감이라 지문이 덜 묻고, 그립감도 만족스러움! 사용감 & 편의성 사이즈가 적당해서 주머니나 가방에 쏙 들어가는 점이 좋다. 입에 닿는 부분이 부드럽고, 흡입할 때 거부감 없이 자연스럽다. 맛 & 퍼포먼스 연무량(증기)이 적당히 풍부해서 깔끔한 느낌을 준다. 각종 액상과의 궁합이 좋고, 맛 표현력이 뛰어난 편! 배터리 & 충전완충 후 사용 시간이 꽤 길어 하루 종일 사용하기도 충분하다 C타입 충전 지원으로 빠르게 충전할 수 있는 점이 편리함! 총평 디자인, 휴대성, 퍼포먼스까지 만족스러운 기기! 특히 밀키 블루 컬러는 너무 예뻐서 심플하면서도 감성적인 디자인을 선호하는 사람에게 추천!",1
weeu****,컬러: 밀키 블루(액상팟 포함x),20250322,5,,휴대가 간편해서 너무 좋아요,0
kkoo***,컬러: 이클립스 블랙(액상팟 포함x),20250326,5,,사이즈 적당하고 편해요,0
opti******,컬러: 모카 브라운(액상팟 포함x),20250322,5,,슬림하고 가벼워서 좋아요,0
sl****,컬러: 이클립스 블랙(액상팟 포함x),20250412,4,,안정적인 충전과 긴 사용시간.좋습니다,0
dldl*****,컬러: 밀키 블루(액상팟 포함x),20250327,5,,좋네용분실해서또삼 ㅜㅜ,0
ba****,컬러: 이클립스 블랙(액상팟 포함x),20250326,5,,불량없이 잘 되네요,0
goth****,컬러: 밀키 블루(액상팟 포함x),20250412,5,,가격도저렴하고너ㅇ수맘에들어모,0
swim****,컬러: 이클립스 블랙(액상팟 포함x),20250410,5,,편하고 좋습니다 블랙컬러 강츄,0
tool*****,컬러: 밀키 블루(액상팟 포함x),20250411,5,,디자인도이쁘고 좋네요,0
fr****,컬러: 이클립스 블랙(액상팟 포함x),20250406,1,,제품을 사용하기엔 재료수급이 안되는곳에 사는분들은 사용할수가 없네요....,0
yew1***,컬러: 이클립스 블랙(액상팟 포함x),20250325,5,,너무너무 좋다고 하네용 ㅎㅎ,0
duda******,컬러: 이클립스 블랙(액상팟 포함x),20250313,4,,내구성이 약해용 ㅎㅎ 색 다양하게 고를수 있었음 조켓어요,1
huma****,컬러: 이클립스 블랙(액상팟 포함x),20250313,5,,배송도 빠르고 제품도 너무 좋아요 감사합니다 ㅎㅎ,0
star*******,컬러: 모카 브라운,20250404,5,,"좋습니다 좋아요 근데 액상 용량좀 어떻게 좀,,,",0
hyer******,컬러: 이클립스 블랙(액상팟 포함x),20250318,5,,요청 사항 잘 들어주셔서 감사합니다,0
jdj1***,컬러: 이클립스 블랙(액상팟 포함x),20250319,5,,빠른 배송 감사합니다.,0
ilov****,컬러: 모카 브라운,20250415,5,,잘쓰고 있어요!! 굿,0
nnnn***,컬러: 밀키 블루(액상팟 포함x),20250407,5,,"친절하게 응답도 잘 해주시고, 설명도 세세하게 잘해주셨습니다 :)",0
im79*****,컬러: 이클립스 블랙(액상팟 포함x),20250415,5,,만족합니다 ~~^^,0
frah***,컬러: 밀키 블루(액상팟 포함x),20250318,5,,배송 빠르고 좋아요,0
wogu*****,컬러: 밀키 블루(액상팟 포함x),20250409,4,,간편하고 가벼워서 휴대하기 좋네요,0
ohmp******,컬러: 이클립스 블랙(액상팟 포함x),20250318,5,,냄새가안나고 연기가많이나와좋아습니다~~^^,0
shy8***,컬러: 모카 브라운(액상팟 포함x),20250308,5,,배송 빠르고 좋아요 후기보고 구매 했어요,0
cscc****,컬러: 모카 브라운(액상팟 포함x),20250311,3,,다 좋은데 팟이 비싸요 가격좀 내려주세여,0
fo****,컬러: 이클립스 블랙(액상팟 포함x),20250317,5,,간편하고 관리하기도 좋구요 좋습니다,0
ac****,컬러: 인디고 블루,20250319,5,,하카는 최고입니다~~~,0
lmc0****,컬러: 라임그린(액상팟 포함x),20250314,5,,배송 빠르고 제품 좋습니다 재구매 예정!!,0
ilov****,컬러: 모카 브라운,20250310,5,,잘 사용 중이예요~~~!! 벌써 두분에게 소개해줬어요,0
sieu*****,컬러: 밀키 블루(액상팟 포함x),20250306,5,,매장에서 산거 잃어버려서 온라인으로 구매~ 빠른배송 감사합니다.,1
dbeh*****,컬러: 이클립스 블랙,20250404,4,,괜찮긴한대 액상이 비싸요,0
dkwm******,컬러: 라임그린(액상팟 포함x),20250314,5,,하카 한번 빌려서 피워보고 바로 구매했습니다.,0
hk****,컬러: 이클립스 블랙(액상팟 포함x),20250328,4,,쓰고 있던게 충전이 잘 안되서 샀는데요 싸게 잘 샀습니다,0
jy****,컬러: 밀키 블루(액상팟 포함x),20250321,5,,너무편안하고 팟교환으로 청결해서 너무좋아요. 이번만 2번째 주문인데 앞으로 계쏙 주문할꺼같아요!,0
sosk***,컬러: 이클립스 블랙(액상팟 포함x),20250406,5,,"진짜 편하고,좋아요",0
eagl****,컬러: 이클립스 블랙(액상팟 포함x),20250405,5,,좋아요 배송도 굿~~~~,0
ph****,컬러: 이클립스 블랙(액상팟 포함x),20250314,5,,특유의 냄새도 안나고 좋다고합니다!!,0
park********,컬러: 모카 브라운(액상팟 포함x),20250325,5,,추천 받아서 구매 했어요 잘 쓸께요,0
dica****,컬러: 이클립스 블랙(액상팟 포함x),20250401,5,,빠른 배송 감사합니다 ^^,0
roti******,컬러: 밀키 블루(액상팟 포함x),20250312,5,,상품 이쁘고 배송 빨라요,0
sj-c**********,컬러: 이클립스 블랙,20250310,5,,담배를 많이안피어도되서 좋아요,0
yeji*****,컬러: 이클립스 블랙(액상팟 포함x),20250306,5,,블랙색상 시크하고 이뻐요 화이트쓰다 옆이 깨져서 구입해요,0
soft****,컬러: 이클립스 블랙(액상팟 포함x),20250228,5,,연초피다 전담으로 갈아 탈려고 주문했어요..배송도 빠르고 좋네요..,0
fres****,컬러: 밀키 블루,20250305,5,,아주좋아요굳굳굳 또살게여,0
wogu*****,컬러: 밀키 블루(액상팟 포함x),20250310,4,,색상도 이쁘고 가벼워서 좋아요,0
emai******,컬러: 이클립스 블랙(액상팟 포함x),20250311,5,,전반적으로 만족합니다,0
pe****,컬러: 모카 브라운(액상팟 포함x),20250228,5,,재구매한건데 너무가볍고 휴대하기편하며 일반액상과는 확연히다른 섬세함이있어 너무만족합니다,0
didw*****,컬러: 밀키 블루(액상팟 포함x),20250320,5,,충전단자 고장으로 구입했는데 동일 증상이 참 많네요. 개선해주시면 좋겠습니다,0
h2****,컬러: 모카 브라운(액상팟 포함x),20250301,5,,실제색상이 더 이뻐요!! 손에 딱 잡히는 그립감 ㅎㅎ 너무좋아요,0
blac*******,컬러: 이클립스 블랙,20250331,5,,매우좋습니다 감사합니다,0
kool****,컬러: 라임그린(액상팟 포함x),20250308,5,,이쁘고 작동 잘하네요 맘에 들어요,0
park****,컬러: 이클립스 블랙(액상팟 포함x),20250306,5,,"빠르고 배송 잘 받았습니다 포장도 견고 하고, 최고",0
euno*****,컬러: 이클립스 블랙,20250303,5,,너~~~무 좋습니다 ㅎㅎ냄새걱정없이 아주깔끔하게~~~,0
eom8***,컬러: 이클립스 블랙(액상팟 포함x),20250318,5,,"흡입, 연무량 만족스럽습니다 다만, 입쪽에 덮개가 있었으면 좋겠습니다",0
mrpr***,컬러: 이클립스 블랙,20250308,5,,빠른배송과 풍부한맛 좋습니다!,0
unja*****,컬러: 모카 브라운(액상팟 포함x),20250306,5,,너무너무 만족합니다 냄새 좋아요,0
b_bo****,컬러: 이클립스 블랙(액상팟 포함x),20250305,5,,액상이라서 좋고 가격도 오프라인보다 저렴해서 좋습니다,0
